plot,crop_id,year,season,area_mu
E3,17,2025,第一季,0.600000000000
E3,17,2028,第一季,0.600000000000
E3,29,2024,第一季,0.600000000000
E3,29,2026,第一季,0.600000000000
E3,29,2027,第一季,0.600000000000
E3,29,2029,第一季,0.600000000000
E3,29,2030,第一季,0.600000000000
E3,38,2025,第二季,0.600000000000
E3,38,2026,第二季,0.600000000000
E3,38,2027,第二季,0.600000000000
E3,38,2029,第二季,0.600000000000
E3,40,2024,第二季,0.600000000000
E3,40,2028,第二季,0.600000000000
E3,40,2030,第二季,0.600000000000
E4,17,2025,第一季,0.600000000000
E4,17,2028,第一季,0.600000000000
E4,29,2024,第一季,0.600000000000
E4,29,2026,第一季,0.600000000000
E4,29,2027,第一季,0.600000000000
E4,29,2029,第一季,0.600000000000
E4,29,2030,第一季,0.600000000000
E4,38,2024,第二季,0.163214303054
E4,38,2026,第二季,0.600000000000
E4,38,2027,第二季,0.600000000000
E4,38,2028,第二季,0.141479597043
E4,38,2029,第二季,0.600000000000
E4,40,2024,第二季,0.436785696946
E4,40,2025,第二季,0.600000000000
E4,40,2028,第二季,0.458520402957
E4,40,2030,第二季,0.600000000000
E5,17,2025,第一季,0.600000000000
E5,18,2028,第一季,0.600000000000
E5,29,2024,第一季,0.600000000000
E5,29,2026,第一季,0.600000000000
E5,29,2027,第一季,0.600000000000
E5,29,2029,第一季,0.600000000000
E5,29,2030,第一季,0.600000000000
E5,38,2024,第二季,0.600000000000
E5,38,2025,第二季,0.600000000000
E5,38,2027,第二季,0.600000000000
E5,38,2028,第二季,0.600000000000
E5,38,2029,第二季,0.600000000000
E5,38,2030,第二季,0.600000000000
E5,40,2026,第二季,0.600000000000
E6,17,2025,第一季,0.600000000000
E6,17,2028,第一季,0.600000000000
E6,29,2024,第一季,0.600000000000
E6,29,2026,第一季,0.600000000000
E6,29,2027,第一季,0.600000000000
E6,29,2029,第一季,0.600000000000
E6,29,2030,第一季,0.600000000000
E6,38,2024,第二季,0.600000000000
E6,38,2025,第二季,0.600000000000
E6,38,2027,第二季,0.600000000000
E6,38,2028,第二季,0.600000000000
E6,38,2029,第二季,0.600000000000
E6,38,2030,第二季,0.600000000000
E6,40,2026,第二季,0.600000000000
E7,17,2029,第一季,0.534713456063
E7,18,2026,第一季,0.600000000000
E7,19,2029,第一季,0.065286543937
E7,29,2024,第一季,0.600000000000
E7,29,2025,第一季,0.600000000000
E7,29,2027,第一季,0.600000000000
E7,29,2028,第一季,0.600000000000
E7,29,2030,第一季,0.600000000000
E7,38,2024,第二季,0.600000000000
E7,38,2025,第二季,0.600000000000
E7,38,2026,第二季,0.600000000000
E7,38,2027,第二季,0.600000000000
E7,38,2028,第二季,0.600000000000
E7,38,2029,第二季,0.600000000000
E7,38,2030,第二季,0.600000000000
E8,17,2026,第一季,0.600000000000
E8,17,2029,第一季,0.600000000000
E8,29,2024,第一季,0.600000000000
E8,29,2025,第一季,0.600000000000
E8,29,2027,第一季,0.600000000000
E8,29,2028,第一季,0.600000000000
E8,29,2030,第一季,0.600000000000
E8,38,2024,第二季,0.600000000000
E8,38,2025,第二季,0.600000000000
E8,38,2026,第二季,0.600000000000
E8,38,2027,第二季,0.600000000000
E8,38,2028,第二季,0.600000000000
E8,38,2029,第二季,0.162203337709
E8,38,2030,第二季,0.600000000000
E8,40,2029,第二季,0.437796662291
E9,17,2026,第一季,0.600000000000
E9,17,2029,第一季,0.600000000000
E9,29,2024,第一季,0.600000000000
E9,29,2025,第一季,0.600000000000
E9,29,2027,第一季,0.600000000000
E9,29,2028,第一季,0.600000000000
E9,29,2030,第一季,0.600000000000
E9,38,2024,第二季,0.600000000000
E9,38,2025,第二季,0.600000000000
E9,38,2026,第二季,0.600000000000
E9,38,2027,第二季,0.600000000000
E9,38,2030,第二季,0.600000000000
E9,40,2028,第二季,0.600000000000
E9,40,2029,第二季,0.600000000000
E10,17,2026,第一季,0.600000000000
E10,17,2029,第一季,0.600000000000
E10,29,2024,第一季,0.600000000000
E10,29,2025,第一季,0.600000000000
E10,29,2027,第一季,0.600000000000
E10,29,2028,第一季,0.600000000000
E10,29,2030,第一季,0.600000000000
E10,38,2024,第二季,0.600000000000
E10,38,2025,第二季,0.600000000000
E10,38,2026,第二季,0.600000000000
E10,38,2027,第二季,0.600000000000
E10,38,2028,第二季,0.600000000000
E10,38,2029,第二季,0.600000000000
E10,38,2030,第二季,0.600000000000
E11,17,2026,第一季,0.600000000000
E11,17,2029,第一季,0.600000000000
E11,29,2024,第一季,0.600000000000
E11,29,2025,第一季,0.600000000000
E11,29,2027,第一季,0.600000000000
E11,29,2028,第一季,0.600000000000
E11,29,2030,第一季,0.600000000000
E11,38,2024,第二季,0.600000000000
E11,38,2025,第二季,0.600000000000
E11,38,2026,第二季,0.600000000000
E11,38,2028,第二季,0.600000000000
E11,38,2029,第二季,0.600000000000
E11,38,2030,第二季,0.600000000000
E11,40,2027,第二季,0.600000000000
E12,17,2025,第一季,0.600000000000
E12,17,2028,第一季,0.600000000000
E12,29,2024,第一季,0.600000000000
E12,29,2026,第一季,0.600000000000
E12,29,2027,第一季,0.600000000000
E12,29,2029,第一季,0.600000000000
E12,29,2030,第一季,0.600000000000
E12,38,2024,第二季,0.600000000000
E12,38,2025,第二季,0.600000000000
E12,38,2026,第二季,0.600000000000
E12,38,2027,第二季,0.189694639120
E12,38,2028,第二季,0.600000000000
E12,38,2029,第二季,0.600000000000
E12,38,2030,第二季,0.600000000000
E12,40,2027,第二季,0.410305360880
E13,17,2025,第一季,0.600000000000
E13,17,2028,第一季,0.600000000000
E13,29,2024,第一季,0.600000000000
E13,29,2026,第一季,0.600000000000
E13,29,2027,第一季,0.600000000000
E13,29,2029,第一季,0.600000000000
E13,29,2030,第一季,0.600000000000
E13,38,2024,第二季,0.600000000000
E13,38,2026,第二季,0.600000000000
E13,38,2027,第二季,0.600000000000
E13,38,2028,第二季,0.600000000000
E13,38,2029,第二季,0.600000000000
E13,38,2030,第二季,0.600000000000
E13,40,2025,第二季,0.600000000000
E14,17,2025,第一季,0.600000000000
E14,17,2028,第一季,0.600000000000
E14,29,2024,第一季,0.600000000000
E14,29,2026,第一季,0.600000000000
E14,29,2027,第一季,0.600000000000
E14,29,2029,第一季,0.600000000000
E14,29,2030,第一季,0.600000000000
E14,38,2024,第二季,0.600000000000
E14,38,2025,第二季,0.600000000000
E14,38,2026,第二季,0.600000000000
E14,38,2027,第二季,0.600000000000
E14,38,2028,第二季,0.600000000000
E14,38,2029,第二季,0.600000000000
E14,38,2030,第二季,0.600000000000
E15,17,2025,第一季,0.600000000000
E15,17,2028,第一季,0.600000000000
E15,29,2024,第一季,0.600000000000
E15,29,2026,第一季,0.600000000000
E15,29,2027,第一季,0.600000000000
E15,29,2029,第一季,0.600000000000
E15,29,2030,第一季,0.600000000000
E15,38,2024,第二季,0.600000000000
E15,38,2025,第二季,0.600000000000
E15,38,2026,第二季,0.600000000000
E15,38,2028,第二季,0.600000000000
E15,38,2029,第二季,0.600000000000
E15,38,2030,第二季,0.600000000000
E15,40,2027,第二季,0.600000000000
E16,17,2025,第一季,0.600000000000
E16,17,2028,第一季,0.600000000000
E16,29,2024,第一季,0.600000000000
E16,29,2026,第一季,0.600000000000
E16,29,2027,第一季,0.600000000000
E16,29,2029,第一季,0.600000000000
E16,29,2030,第一季,0.600000000000
E16,38,2024,第二季,0.600000000000
E16,38,2025,第二季,0.600000000000
E16,38,2026,第二季,0.148699216988
E16,38,2027,第二季,0.600000000000
E16,38,2028,第二季,0.600000000000
E16,38,2029,第二季,0.600000000000
E16,38,2030,第二季,0.161418353567
E16,40,2026,第二季,0.451300783012
E16,40,2030,第二季,0.438581646433
F1,17,2024,第一季,0.600000000000
F1,17,2027,第一季,0.600000000000
F1,17,2030,第一季,0.600000000000
F1,22,2025,第一季,0.600000000000
F1,22,2026,第一季,0.600000000000
F1,22,2028,第一季,0.600000000000
F1,22,2029,第一季,0.600000000000
F1,29,2024,第二季,0.600000000000
F1,29,2025,第二季,0.600000000000
F1,29,2026,第二季,0.600000000000
F1,29,2027,第二季,0.600000000000
F1,29,2028,第二季,0.600000000000
F1,29,2029,第二季,0.600000000000
F1,29,2030,第二季,0.600000000000
F2,17,2024,第一季,0.600000000000
F2,17,2027,第一季,0.600000000000
F2,17,2030,第一季,0.600000000000
F2,22,2025,第一季,0.600000000000
F2,22,2026,第一季,0.312061391230
F2,22,2028,第一季,0.600000000000
F2,22,2029,第一季,0.600000000000
F2,32,2026,第一季,0.287938608770
F2,29,2024,第二季,0.600000000000
F2,29,2025,第二季,0.600000000000
F2,29,2026,第二季,0.600000000000
F2,29,2027,第二季,0.600000000000
F2,29,2028,第二季,0.600000000000
F2,29,2029,第二季,0.600000000000
F2,29,2030,第二季,0.600000000000
F3,17,2024,第一季,0.314998848915
F3,17,2026,第一季,0.285001151085
F3,17,2027,第一季,0.314998848915
F3,17,2029,第一季,0.285001151085
F3,17,2030,第一季,0.314998848915
F3,22,2025,第一季,0.312164455562
F3,22,2026,第一季,0.314998848915
F3,22,2028,第一季,0.600000000000
F3,22,2029,第一季,0.314998848915
F3,32,2024,第一季,0.285001151085
F3,32,2025,第一季,0.287835544438
F3,32,2027,第一季,0.285001151085
F3,32,2030,第一季,0.285001151085
F3,29,2024,第二季,0.600000000000
F3,29,2025,第二季,0.600000000000
F3,29,2026,第二季,0.600000000000
F3,29,2027,第二季,0.600000000000
F3,29,2028,第二季,0.600000000000
F3,29,2029,第二季,0.600000000000
F3,29,2030,第二季,0.600000000000
F4,17,2024,第一季,0.600000000000
F4,17,2027,第一季,0.600000000000
F4,17,2030,第一季,0.600000000000
F4,22,2025,第一季,0.600000000000
F4,22,2026,第一季,0.600000000000
F4,22,2028,第一季,0.315182221286
F4,22,2029,第一季,0.314293487710
F4,32,2028,第一季,0.284817778714
F4,32,2029,第一季,0.285706512290
F4,29,2024,第二季,0.600000000000
F4,29,2025,第二季,0.600000000000
F4,29,2026,第二季,0.600000000000
F4,29,2027,第二季,0.600000000000
F4,29,2028,第二季,0.600000000000
F4,29,2029,第二季,0.600000000000
F4,29,2030,第二季,0.600000000000
