plot,crop_id,year,season,area_mu
B8,2,2025,单季,44.000000000000
B8,2,2028,单季,29.060446687125
B8,3,2028,单季,14.939553312875
B8,6,2027,单季,44.000000000000
B8,6,2029,单季,44.000000000000
B8,8,2026,单季,44.000000000000
B8,8,2030,单季,44.000000000000
B8,9,2024,单季,12.724848863238
B8,10,2024,单季,16.628429431653
B8,14,2024,单季,14.646721705109
B9,2,2025,单季,34.114606116688
B9,2,2028,单季,34.114606116688
B9,2,2030,单季,15.885393883312
B9,3,2024,单季,15.885393883312
B9,3,2027,单季,15.885393883312
B9,6,2026,单季,50.000000000000
B9,6,2028,单季,15.885393883312
B9,6,2030,单季,34.114606116688
B9,8,2024,单季,34.114606116688
B9,8,2027,单季,34.114606116688
B9,8,2029,单季,50.000000000000
B9,9,2025,单季,15.885393883312
B10,2,2025,单季,25.000000000000
B10,2,2028,单季,25.000000000000
B10,6,2026,单季,25.000000000000
B10,6,2030,单季,25.000000000000
B10,7,2024,单季,25.000000000000
B10,8,2027,单季,25.000000000000
B10,8,2029,单季,7.687915890149
B10,13,2029,单季,17.312084109851
B11,2,2026,单季,35.291539021105
B11,2,2029,单季,60.000000000000
B11,3,2026,单季,24.708460978895
B11,6,2025,单季,60.000000000000
B11,6,2027,单季,60.000000000000
B11,6,2030,单季,60.000000000000
B11,8,2024,单季,60.000000000000
B11,8,2028,单季,60.000000000000
B12,2,2024,单季,45.000000000000
B12,2,2027,单季,45.000000000000
B12,3,2030,单季,44.052746323498
B12,5,2030,单季,0.947253676502
B12,6,2025,单季,41.039642249803
B12,6,2028,单季,45.000000000000
B12,7,2025,单季,3.960357750197
B12,8,2026,单季,45.000000000000
B12,8,2029,单季,22.392911599209
B12,9,2029,单季,22.607088400791
B13,2,2024,单季,35.000000000000
B13,2,2027,单季,35.000000000000
B13,2,2030,单季,35.000000000000
B13,6,2029,单季,35.000000000000
B13,8,2025,单季,35.000000000000
B13,8,2028,单季,35.000000000000
B13,9,2026,单季,35.000000000000
B14,2,2024,单季,4.120027698324
B14,2,2027,单季,20.000000000000
B14,3,2024,单季,15.879972301676
B14,3,2030,单季,20.000000000000
B14,6,2026,单季,20.000000000000
B14,6,2029,单季,7.862437044243
B14,8,2025,单季,20.000000000000
B14,8,2028,单季,20.000000000000
B14,12,2029,单季,12.137562955757
C1,4,2024,单季,15.000000000000
C1,4,2028,单季,8.307875350389
C1,4,2030,单季,6.692124649611
C1,5,2027,单季,15.000000000000
C1,9,2029,单季,15.000000000000
C1,10,2026,单季,15.000000000000
C1,11,2025,单季,15.000000000000
C1,11,2028,单季,6.692124649611
C1,11,2030,单季,8.307875350389
C2,4,2025,单季,12.541350563184
C2,4,2028,单季,4.968355752065
C2,5,2025,单季,0.458649436816
C2,5,2028,单季,8.031644247935
C2,9,2026,单季,1.510086735626
C2,9,2030,单季,13.000000000000
C2,10,2027,单季,13.000000000000
C2,10,2029,单季,0.134016100987
C2,11,2024,单季,13.000000000000
C2,11,2029,单季,12.865983899013
C2,12,2026,单季,11.489913264374
C3,4,2026,单季,7.467391457498
C3,5,2026,单季,7.532608542502
C3,5,2029,单季,15.000000000000
C3,9,2027,单季,3.968741393865
C3,10,2025,单季,15.000000000000
C3,10,2028,单季,15.000000000000
C3,10,2030,单季,8.959005290140
C3,11,2024,单季,15.000000000000
C3,11,2027,单季,11.031258606135
C3,11,2030,单季,6.040994709860
C4,3,2025,单季,9.921574550872
C4,4,2025,单季,8.078425449128
C4,5,2028,单季,18.000000000000
C4,9,2026,单季,1.657972532099
C4,9,2029,单季,14.729812770763
C4,10,2030,单季,18.000000000000
C4,11,2024,单季,18.000000000000
C4,11,2026,单季,16.342027467901
C4,11,2029,单季,3.270187229237
C4,13,2027,单季,18.000000000000
C5,4,2028,单季,27.000000000000
C5,5,2025,单季,27.000000000000
C5,8,2030,单季,4.698002220537
C5,9,2026,单季,14.474710188880
C5,9,2030,单季,20.687541916323
C5,10,2026,单季,12.525289811120
C5,10,2029,单季,27.000000000000
C5,11,2024,单季,27.000000000000
C5,11,2027,单季,27.000000000000
C5,11,2030,单季,1.614455863140
C6,4,2029,单季,7.614157959199
C6,5,2026,单季,20.000000000000
C6,5,2029,单季,12.385842040801
C6,9,2025,单季,8.803950416389
C6,9,2030,单季,20.000000000000
C6,10,2025,单季,11.196049583611
C6,10,2028,单季,11.154168216810
C6,11,2024,单季,20.000000000000
C6,11,2028,单季,8.845831783190
C6,14,2027,单季,20.000000000000
D1,17,2024,第一季,5.061616617788
D1,17,2025,第一季,9.938383382212
D1,17,2027,第一季,5.061616617788
D1,17,2028,第一季,9.938383382212
D1,17,2030,第一季,5.061616617788
D1,29,2024,第一季,9.938383382212
D1,29,2025,第一季,5.061616617788
D1,29,2026,第一季,15.000000000000
D1,29,2027,第一季,9.938383382212
D1,29,2028,第一季,5.061616617788
D1,29,2029,第一季,15.000000000000
D1,29,2030,第一季,9.938383382212
D1,35,2026,第二季,15.000000000000
D1,35,2027,第二季,15.000000000000
D1,35,2029,第二季,15.000000000000
D1,36,2024,第二季,15.000000000000
D1,36,2025,第二季,15.000000000000
D1,36,2028,第二季,15.000000000000
D1,36,2030,第二季,15.000000000000
D2,17,2025,第一季,10.000000000000
D2,17,2028,第一季,7.723788842300
D2,19,2028,第一季,2.276211157700
D2,29,2024,第一季,10.000000000000
D2,29,2026,第一季,10.000000000000
D2,29,2027,第一季,10.000000000000
D2,29,2029,第一季,10.000000000000
D2,29,2030,第一季,10.000000000000
D2,35,2028,第二季,10.000000000000
D2,35,2029,第二季,10.000000000000
D2,36,2024,第二季,10.000000000000
D2,36,2025,第二季,10.000000000000
D2,36,2026,第二季,10.000000000000
D2,36,2027,第二季,10.000000000000
D2,36,2030,第二季,10.000000000000
D3,17,2025,第一季,0.924437581334
D3,17,2028,第一季,14.000000000000
D3,18,2025,第一季,13.075562418666
D3,29,2024,第一季,14.000000000000
D3,29,2026,第一季,14.000000000000
D3,29,2027,第一季,14.000000000000
D3,29,2029,第一季,14.000000000000
D3,29,2030,第一季,14.000000000000
D3,37,2024,第二季,14.000000000000
D3,37,2025,第二季,14.000000000000
D3,37,2026,第二季,14.000000000000
D3,37,2027,第二季,14.000000000000
D3,37,2028,第二季,14.000000000000
D3,37,2029,第二季,14.000000000000
D3,37,2030,第二季,14.000000000000
D4,17,2024,第一季,3.722976992693
D4,17,2027,第一季,3.722976992693
D4,17,2028,第一季,2.277023007307
D4,17,2030,第一季,3.722976992693
D4,19,2025,第一季,2.277023007307
D4,29,2024,第一季,2.277023007307
D4,29,2025,第一季,3.722976992693
D4,29,2026,第一季,6.000000000000
D4,29,2027,第一季,2.277023007307
D4,29,2028,第一季,3.722976992693
D4,29,2029,第一季,6.000000000000
D4,29,2030,第一季,2.277023007307
D4,35,2026,第二季,6.000000000000
D4,35,2028,第二季,6.000000000000
D4,35,2029,第二季,6.000000000000
D4,36,2024,第二季,6.000000000000
D4,36,2025,第二季,6.000000000000
D4,36,2027,第二季,6.000000000000
D4,36,2030,第二季,6.000000000000
D5,17,2026,第一季,10.000000000000
D5,18,2029,第一季,7.834260419200
D5,19,2029,第一季,2.165739580800
D5,29,2024,第一季,10.000000000000
D5,29,2025,第一季,10.000000000000
D5,29,2027,第一季,10.000000000000
D5,29,2028,第一季,10.000000000000
D5,29,2030,第一季,10.000000000000
D5,35,2024,第二季,10.000000000000
D5,36,2025,第二季,10.000000000000
D5,36,2026,第二季,10.000000000000
D5,36,2027,第二季,10.000000000000
D5,36,2028,第二季,10.000000000000
D5,36,2029,第二季,10.000000000000
D5,36,2030,第二季,10.000000000000
D6,17,2026,第一季,0.997641622711
D6,17,2029,第一季,12.000000000000
D6,18,2026,第一季,11.002358377289
D6,29,2024,第一季,12.000000000000
D6,29,2025,第一季,12.000000000000
D6,29,2027,第一季,12.000000000000
D6,29,2028,第一季,12.000000000000
D6,29,2030,第一季,12.000000000000
D6,35,2025,第二季,12.000000000000
D6,35,2026,第二季,12.000000000001
D6,35,2027,第二季,12.000000000000
D6,35,2028,第二季,12.000000000000
D6,35,2030,第二季,12.000000000000
D6,36,2024,第二季,12.000000000000
D6,36,2029,第二季,12.000000000000
D7,17,2025,第一季,22.000000000000
D7,17,2028,第一季,8.998906569899
D7,18,2028,第一季,13.001093430101
D7,29,2024,第一季,22.000000000000
D7,29,2026,第一季,22.000000000000
D7,29,2027,第一季,22.000000000000
D7,29,2029,第一季,22.000000000000
D7,29,2030,第一季,22.000000000000
D7,35,2024,第二季,22.000000000000
D7,35,2025,第二季,22.000000000000
D7,35,2030,第二季,22.000000000000
D7,36,2026,第二季,22.000000000001
D7,36,2027,第二季,22.000000000000
D7,36,2028,第二季,22.000000000000
D7,36,2029,第二季,22.000000000000
D8,17,2025,第一季,20.000000000000
D8,17,2028,第一季,20.000000000000
D8,29,2024,第一季,20.000000000000
D8,29,2026,第一季,20.000000000000
D8,29,2027,第一季,20.000000000000
D8,29,2029,第一季,20.000000000000
D8,29,2030,第一季,20.000000000000
D8,36,2024,第二季,20.000000000000
D8,36,2025,第二季,20.000000000000
D8,36,2026,第二季,20.000000000000
D8,36,2027,第二季,20.000000000000
D8,36,2028,第二季,20.000000000000
D8,36,2029,第二季,20.000000000000
D8,36,2030,第二季,20.000000000000
E1,17,2029,第一季,0.600000000000
E1,19,2026,第一季,0.600000000000
E1,29,2024,第一季,0.600000000000
E1,29,2025,第一季,0.600000000000
E1,29,2027,第一季,0.600000000000
E1,29,2028,第一季,0.600000000000
E1,29,2030,第一季,0.600000000000
E1,38,2024,第二季,0.600000000000
E1,38,2025,第二季,0.600000000000
E1,38,2026,第二季,0.600000000000
E1,38,2027,第二季,0.600000000000
E1,38,2028,第二季,0.600000000000
E1,38,2029,第二季,0.600000000000
E1,38,2030,第二季,0.600000000000
E2,17,2025,第一季,0.600000000000
E2,17,2028,第一季,0.600000000000
E2,29,2024,第一季,0.600000000000
E2,29,2026,第一季,0.600000000000
E2,29,2027,第一季,0.600000000000
E2,29,2029,第一季,0.600000000000
E2,29,2030,第一季,0.600000000000
E2,38,2024,第二季,0.600000000000
E2,38,2025,第二季,0.600000000000
E2,38,2026,第二季,0.600000000000
E2,38,2027,第二季,0.600000000000
E2,38,2028,第二季,0.600000000000
E2,38,2029,第二季,0.600000000000
E2,38,2030,第二季,0.600000000000
E3,17,2025,第一季,0.600000000000
E3,17,2028,第一季,0.600000000000
E3,29,2024,第一季,0.600000000000
E3,29,2026,第一季,0.600000000000
E3,29,2027,第一季,0.600000000000
E3,29,2029,第一季,0.600000000000
E3,29,2030,第一季,0.600000000000
E3,38,2024,第二季,0.600000000000
E3,38,2025,第二季,0.600000000000
E3,38,2027,第二季,0.600000000000
E3,38,2028,第二季,0.600000000000
E3,38,2029,第二季,0.600000000000
E3,38,2030,第二季,0.600000000000
E3,40,2026,第二季,0.600000000000
E4,17,2025,第一季,0.600000000000
E4,17,2028,第一季,0.600000000000
E4,29,2024,第一季,0.600000000000
E4,29,2026,第一季,0.600000000000
E4,29,2027,第一季,0.600000000000
E4,29,2029,第一季,0.600000000000
E4,29,2030,第一季,0.600000000000
E4,38,2024,第二季,0.600000000000
E4,38,2025,第二季,0.600000000000
E4,38,2026,第二季,0.600000000000
E4,38,2027,第二季,0.600000000000
E4,38,2029,第二季,0.600000000000
E4,38,2030,第二季,0.600000000000
E4,40,2028,第二季,0.600000000000
E5,17,2025,第一季,0.600000000000
E5,17,2028,第一季,0.600000000000
E5,29,2024,第一季,0.600000000000
E5,29,2026,第一季,0.600000000000
E5,29,2027,第一季,0.600000000000
E5,29,2029,第一季,0.600000000000
E5,29,2030,第一季,0.600000000000
E5,38,2024,第二季,0.600000000000
E5,38,2026,第二季,0.600000000000
E5,38,2027,第二季,0.600000000000
E5,38,2028,第二季,0.600000000000
E5,38,2029,第二季,0.600000000000
E5,38,2030,第二季,0.600000000000
E5,40,2025,第二季,0.600000000000
E6,17,2025,第一季,0.600000000000
E6,17,2028,第一季,0.600000000000
E6,29,2024,第一季,0.600000000000
E6,29,2026,第一季,0.600000000000
E6,29,2027,第一季,0.600000000000
E6,29,2029,第一季,0.600000000000
E6,29,2030,第一季,0.600000000000
E6,38,2024,第二季,0.600000000000
E6,38,2025,第二季,0.600000000000
E6,38,2026,第二季,0.600000000000
E6,38,2027,第二季,0.600000000000
E6,38,2028,第二季,0.600000000000
E6,38,2030,第二季,0.600000000000
E6,40,2029,第二季,0.600000000000
E7,18,2029,第一季,0.600000000000
E7,19,2026,第一季,0.600000000000
E7,29,2024,第一季,0.600000000000
E7,29,2025,第一季,0.600000000000
E7,29,2027,第一季,0.600000000000
E7,29,2028,第一季,0.600000000000
E7,29,2030,第一季,0.600000000000
E7,38,2024,第二季,0.127685242209
E7,38,2025,第二季,0.600000000000
E7,38,2026,第二季,0.600000000000
E7,38,2027,第二季,0.600000000000
E7,38,2028,第二季,0.600000000000
E7,38,2029,第二季,0.600000000000
E7,38,2030,第二季,0.600000000000
E7,40,2024,第二季,0.472314757791
E8,17,2026,第一季,0.598415868406
E8,18,2029,第一季,0.600000000000
E8,19,2026,第一季,0.001584131594
E8,29,2024,第一季,0.600000000000
E8,29,2025,第一季,0.600000000000
E8,29,2027,第一季,0.600000000000
E8,29,2028,第一季,0.600000000000
E8,29,2030,第一季,0.600000000000
E8,38,2025,第二季,0.600000000000
E8,38,2026,第二季,0.600000000000
E8,38,2027,第二季,0.156877033158
E8,38,2028,第二季,0.600000000000
E8,38,2029,第二季,0.600000000000
E8,38,2030,第二季,0.600000000000
E8,40,2024,第二季,0.600000000000
E8,40,2027,第二季,0.443122966842
E9,18,2029,第一季,0.600000000000
E9,19,2026,第一季,0.600000000000
E9,29,2024,第一季,0.600000000000
E9,29,2025,第一季,0.600000000000
E9,29,2027,第一季,0.600000000000
E9,29,2028,第一季,0.600000000000
E9,29,2030,第一季,0.600000000000
E9,38,2024,第二季,0.600000000000
E9,38,2025,第二季,0.600000000000
E9,38,2026,第二季,0.600000000000
E9,38,2027,第二季,0.600000000000
E9,38,2028,第二季,0.600000000000
E9,38,2030,第二季,0.600000000000
E9,40,2029,第二季,0.600000000000
E10,18,2026,第一季,0.600000000000
E10,18,2029,第一季,0.600000000000
E10,29,2024,第一季,0.600000000000
E10,29,2025,第一季,0.600000000000
E10,29,2027,第一季,0.600000000000
E10,29,2028,第一季,0.600000000000
E10,29,2030,第一季,0.600000000000
E10,38,2024,第二季,0.600000000000
E10,38,2025,第二季,0.154875928580
E10,38,2026,第二季,0.164039264168
E10,38,2028,第二季,0.600000000000
E10,38,2029,第二季,0.600000000000
E10,38,2030,第二季,0.600000000000
E10,40,2025,第二季,0.445124071420
E10,40,2026,第二季,0.435960735832
E10,40,2027,第二季,0.600000000000
E11,17,2026,第一季,0.600000000000
E11,17,2029,第一季,0.130207135489
E11,18,2029,第一季,0.469792864511
E11,29,2024,第一季,0.600000000000
E11,29,2025,第一季,0.600000000000
E11,29,2027,第一季,0.600000000000
E11,29,2028,第一季,0.600000000000
E11,29,2030,第一季,0.600000000000
E11,38,2026,第二季,0.600000000000
E11,38,2027,第二季,0.600000000000
E11,38,2028,第二季,0.600000000000
E11,38,2029,第二季,0.150349459428
E11,40,2024,第二季,0.600000000000
E11,40,2025,第二季,0.600000000000
E11,40,2029,第二季,0.449650540572
E11,40,2030,第二季,0.600000000000
E12,17,2025,第一季,0.600000000000
E12,17,2028,第一季,0.600000000000
E12,29,2024,第一季,0.600000000000
E12,29,2026,第一季,0.600000000000
E12,29,2027,第一季,0.600000000000
E12,29,2029,第一季,0.600000000000
E12,29,2030,第一季,0.600000000000
E12,38,2024,第二季,0.600000000000
E12,38,2025,第二季,0.600000000000
E12,38,2027,第二季,0.600000000000
E12,38,2028,第二季,0.600000000000
E12,38,2029,第二季,0.600000000000
E12,40,2026,第二季,0.600000000000
E12,40,2030,第二季,0.600000000000
E13,17,2025,第一季,0.600000000000
E13,17,2028,第一季,0.600000000000
E13,29,2024,第一季,0.600000000000
E13,29,2026,第一季,0.600000000000
E13,29,2027,第一季,0.600000000000
E13,29,2029,第一季,0.600000000000
E13,29,2030,第一季,0.600000000000
E13,38,2024,第二季,0.600000000000
E13,38,2025,第二季,0.600000000000
E13,38,2026,第二季,0.600000000000
E13,38,2027,第二季,0.600000000000
E13,38,2028,第二季,0.149671140593
E13,38,2029,第二季,0.600000000000
E13,38,2030,第二季,0.600000000000
E13,40,2028,第二季,0.450328859407
E14,17,2025,第一季,0.600000000000
E14,17,2028,第一季,0.600000000000
E14,29,2024,第一季,0.600000000000
E14,29,2026,第一季,0.600000000000
E14,29,2027,第一季,0.600000000000
E14,29,2029,第一季,0.600000000000
E14,29,2030,第一季,0.600000000000
E14,38,2024,第二季,0.600000000000
E14,38,2025,第二季,0.600000000000
E14,38,2026,第二季,0.600000000000
E14,38,2027,第二季,0.600000000000
E14,38,2028,第二季,0.600000000000
E14,38,2029,第二季,0.600000000000
E14,38,2030,第二季,0.177954681391
E14,40,2030,第二季,0.422045318609
E15,17,2025,第一季,0.600000000000
E15,17,2028,第一季,0.600000000000
E15,29,2024,第一季,0.600000000000
E15,29,2026,第一季,0.600000000000
E15,29,2027,第一季,0.600000000000
E15,29,2029,第一季,0.600000000000
E15,29,2030,第一季,0.600000000000
E15,38,2024,第二季,0.600000000000
E15,38,2025,第二季,0.600000000000
E15,38,2026,第二季,0.600000000000
E15,38,2027,第二季,0.600000000000
E15,38,2028,第二季,0.600000000000
E15,38,2029,第二季,0.600000000000
E15,38,2030,第二季,0.600000000000
E16,17,2025,第一季,0.600000000000
E16,17,2028,第一季,0.600000000000
E16,29,2024,第一季,0.600000000000
E16,29,2026,第一季,0.600000000000
E16,29,2027,第一季,0.600000000000
E16,29,2029,第一季,0.600000000000
E16,29,2030,第一季,0.600000000000
E16,38,2024,第二季,0.600000000000
E16,38,2025,第二季,0.600000000000
E16,38,2026,第二季,0.600000000000
E16,38,2029,第二季,0.600000000000
E16,38,2030,第二季,0.600000000000
E16,40,2027,第二季,0.600000000000
E16,40,2028,第二季,0.600000000000
F1,17,2024,第一季,0.600000000000
F1,17,2027,第一季,0.600000000000
F1,17,2030,第一季,0.600000000000
F1,22,2025,第一季,0.600000000000
F1,22,2026,第一季,0.600000000000
F1,22,2028,第一季,0.600000000000
F1,22,2029,第一季,0.600000000000
F1,29,2024,第二季,0.600000000000
F1,29,2025,第二季,0.600000000000
F1,29,2026,第二季,0.600000000000
F1,29,2027,第二季,0.600000000000
F1,29,2028,第二季,0.600000000000
F1,29,2029,第二季,0.600000000000
F1,29,2030,第二季,0.600000000000
F2,17,2024,第一季,0.600000000000
F2,17,2027,第一季,0.600000000000
F2,17,2030,第一季,0.600000000000
F2,22,2025,第一季,0.315515319807
F2,22,2026,第一季,0.310446912722
F2,22,2028,第一季,0.314727013446
F2,22,2029,第一季,0.600000000000
F2,32,2025,第一季,0.284484680193
F2,32,2026,第一季,0.289553087278
F2,32,2028,第一季,0.285272986554
F2,29,2024,第二季,0.600000000000
F2,29,2025,第二季,0.600000000000
F2,29,2026,第二季,0.600000000000
F2,29,2027,第二季,0.600000000000
F2,29,2028,第二季,0.600000000000
F2,29,2029,第二季,0.600000000000
F2,29,2030,第二季,0.600000000000
F3,17,2024,第一季,0.600000000000
F3,17,2027,第一季,0.600000000000
F3,17,2030,第一季,0.600000000000
F3,22,2025,第一季,0.600000000000
F3,22,2026,第一季,0.600000000000
F3,22,2028,第一季,0.600000000000
F3,22,2029,第一季,0.600000000000
F3,29,2024,第二季,0.600000000000
F3,29,2025,第二季,0.600000000000
F3,29,2026,第二季,0.600000000000
F3,29,2027,第二季,0.600000000000
F3,29,2028,第二季,0.600000000000
F3,29,2029,第二季,0.600000000000
F3,29,2030,第二季,0.600000000000
F4,17,2024,第一季,0.315696440703
F4,17,2026,第一季,0.284303559297
F4,17,2027,第一季,0.315696440703
F4,17,2030,第一季,0.315696440703
F4,18,2029,第一季,0.284303559297
F4,22,2025,第一季,0.600000000000
F4,22,2026,第一季,0.315696440703
F4,22,2028,第一季,0.600000000000
F4,22,2029,第一季,0.029745088032
F4,32,2024,第一季,0.284303559297
F4,32,2027,第一季,0.284303559297
F4,32,2029,第一季,0.285951352671
F4,32,2030,第一季,0.284303559297
F4,29,2024,第二季,0.600000000000
F4,29,2025,第二季,0.600000000000
F4,29,2026,第二季,0.600000000000
F4,29,2027,第二季,0.600000000000
F4,29,2028,第二季,0.600000000000
F4,29,2029,第二季,0.600000000000
F4,29,2030,第二季,0.600000000000
